task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
Ultra,0.75,34600.0,34600.0,34603.0,34800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,34800.0,34800.0,34803.0,35000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,35000.0,35000.0,35003.0,35200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,35000.0,35003.0,35004.0,35200.0,4.0,3.0,0.0,0,1.0
Button,0.75,35000.0,35004.0,35005.0,35200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,35200.0,35200.0,35203.0,35400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,35400.0,35400.0,35403.0,35600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,35500.0,35500.0,35501.0,35700.0,1.0,0.0,0.0,0,1.0
Button,0.75,35500.0,35501.0,35502.0,35700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,35600.0,35600.0,35603.0,35800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,35800.0,35800.0,35803.0,36000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,36000.0,36000.0,36003.0,36200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,36000.0,36003.0,36004.0,36200.0,4.0,3.0,0.0,0,1.0
Button,0.75,36000.0,36004.0,36005.0,36200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,36000.0,36005.0,36011.0,38000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,36200.0,36200.0,36203.0,36400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,36400.0,36400.0,36403.0,36600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,36500.0,36500.0,36501.0,36700.0,1.0,0.0,0.0,0,1.0
Button,0.75,36500.0,36501.0,36502.0,36700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,36600.0,36600.0,36603.0,36800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,36800.0,36800.0,36803.0,37000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,37000.0,37000.0,37003.0,37200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,37000.0,37003.0,37004.0,37200.0,4.0,3.0,0.0,0,1.0
Button,0.75,37000.0,37004.0,37005.0,37200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,37200.0,37200.0,37203.0,37400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,37400.0,37400.0,37403.0,37600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,37500.0,37500.0,37501.0,37700.0,1.0,0.0,0.0,0,1.0
Button,0.75,37500.0,37501.0,37502.0,37700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,37600.0,37600.0,37603.0,37800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,37800.0,37800.0,37803.0,38000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,38000.0,38000.0,38003.0,38200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,38000.0,38003.0,38004.0,38200.0,4.0,3.0,0.0,0,1.0
Button,0.75,38000.0,38004.0,38005.0,38200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,38000.0,38005.0,38011.0,40000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,38200.0,38200.0,38203.0,38400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,38400.0,38400.0,38403.0,38600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,38500.0,38500.0,38501.0,38700.0,1.0,0.0,0.0,0,1.0
Button,0.75,38500.0,38501.0,38502.0,38700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,38600.0,38600.0,38603.0,38800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,38800.0,38800.0,38803.0,39000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,39000.0,39000.0,39003.0,39200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,39000.0,39003.0,39004.0,39200.0,4.0,3.0,0.0,0,1.0
Button,0.75,39000.0,39004.0,39005.0,39200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,39200.0,39200.0,39203.0,39400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,39400.0,39400.0,39403.0,39600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,39500.0,39500.0,39501.0,39700.0,1.0,0.0,0.0,0,1.0
Button,0.75,39500.0,39501.0,39502.0,39700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,39600.0,39600.0,39603.0,39800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,39800.0,39800.0,39803.0,40000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,40000.0,40000.0,40003.0,40200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,40000.0,40003.0,40004.0,40200.0,4.0,3.0,0.0,0,1.0
Button,0.75,40000.0,40004.0,40005.0,40200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,40000.0,40005.0,40011.0,42000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,40200.0,40200.0,40203.0,40400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,40400.0,40400.0,40403.0,40600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,40500.0,40500.0,40501.0,40700.0,1.0,0.0,0.0,0,1.0
Button,0.75,40500.0,40501.0,40502.0,40700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,40600.0,40600.0,40603.0,40800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,40800.0,40800.0,40803.0,41000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,41000.0,41000.0,41003.0,41200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,41000.0,41003.0,41004.0,41200.0,4.0,3.0,0.0,0,1.0
Button,0.75,41000.0,41004.0,41005.0,41200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,41200.0,41200.0,41203.0,41400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,41400.0,41400.0,41403.0,41600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,41500.0,41500.0,41501.0,41700.0,1.0,0.0,0.0,0,1.0
Button,0.75,41500.0,41501.0,41502.0,41700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,41600.0,41600.0,41603.0,41800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,41800.0,41800.0,41803.0,42000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,42000.0,42000.0,42003.0,42200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,42000.0,42003.0,42004.0,42200.0,4.0,3.0,0.0,0,1.0
Button,0.75,42000.0,42004.0,42005.0,42200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,42000.0,42005.0,42011.0,44000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,42200.0,42200.0,42203.0,42400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,42400.0,42400.0,42403.0,42600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,42500.0,42500.0,42501.0,42700.0,1.0,0.0,0.0,0,1.0
Button,0.75,42500.0,42501.0,42502.0,42700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,42600.0,42600.0,42603.0,42800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,42800.0,42800.0,42803.0,43000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,43000.0,43000.0,43003.0,43200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,43000.0,43003.0,43004.0,43200.0,4.0,3.0,0.0,0,1.0
Button,0.75,43000.0,43004.0,43005.0,43200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,43200.0,43200.0,43203.0,43400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,43400.0,43400.0,43403.0,43600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,43500.0,43500.0,43501.0,43700.0,1.0,0.0,0.0,0,1.0
Button,0.75,43500.0,43501.0,43502.0,43700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,43600.0,43600.0,43603.0,43800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,43800.0,43800.0,43803.0,44000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,44000.0,44000.0,44003.0,44200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,44000.0,44003.0,44004.0,44200.0,4.0,3.0,0.0,0,1.0
Button,0.75,44000.0,44004.0,44005.0,44200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,44000.0,44005.0,44011.0,46000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,44200.0,44200.0,44203.0,44400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,44400.0,44400.0,44403.0,44600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,44500.0,44500.0,44501.0,44700.0,1.0,0.0,0.0,0,1.0
Button,0.75,44500.0,44501.0,44502.0,44700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,44600.0,44600.0,44603.0,44800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,44800.0,44800.0,44803.0,45000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,45000.0,45000.0,45003.0,45200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,45000.0,45003.0,45004.0,45200.0,4.0,3.0,0.0,0,1.0
Button,0.75,45000.0,45004.0,45005.0,45200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,45200.0,45200.0,45203.0,45400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,45400.0,45400.0,45403.0,45600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,45500.0,45500.0,45501.0,45700.0,1.0,0.0,0.0,0,1.0
Button,0.75,45500.0,45501.0,45502.0,45700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,45600.0,45600.0,45603.0,45800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,45800.0,45800.0,45803.0,46000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,46000.0,46000.0,46003.0,46200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,46000.0,46003.0,46004.0,46200.0,4.0,3.0,0.0,0,1.0
Button,0.75,46000.0,46004.0,46005.0,46200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,46000.0,46005.0,46011.0,48000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,46200.0,46200.0,46203.0,46400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,46400.0,46400.0,46403.0,46600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,46500.0,46500.0,46501.0,46700.0,1.0,0.0,0.0,0,1.0
Button,0.75,46500.0,46501.0,46502.0,46700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,46600.0,46600.0,46603.0,46800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,46800.0,46800.0,46803.0,47000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,47000.0,47000.0,47003.0,47200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,47000.0,47003.0,47004.0,47200.0,4.0,3.0,0.0,0,1.0
Button,0.75,47000.0,47004.0,47005.0,47200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,47200.0,47200.0,47203.0,47400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,47400.0,47400.0,47403.0,47600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,47500.0,47500.0,47501.0,47700.0,1.0,0.0,0.0,0,1.0
Button,0.75,47500.0,47501.0,47502.0,47700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,47600.0,47600.0,47603.0,47800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,47800.0,47800.0,47803.0,48000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,48000.0,48000.0,48003.0,48200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,48000.0,48003.0,48004.0,48200.0,4.0,3.0,0.0,0,1.0
Button,0.75,48000.0,48004.0,48005.0,48200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,48000.0,48005.0,48011.0,50000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,48200.0,48200.0,48203.0,48400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,48400.0,48400.0,48403.0,48600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,48500.0,48500.0,48501.0,48700.0,1.0,0.0,0.0,0,1.0
Button,0.75,48500.0,48501.0,48502.0,48700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,48600.0,48600.0,48603.0,48800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,48800.0,48800.0,48803.0,49000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,49000.0,49000.0,49003.0,49200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,49000.0,49003.0,49004.0,49200.0,4.0,3.0,0.0,0,1.0
Button,0.75,49000.0,49004.0,49005.0,49200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,49200.0,49200.0,49203.0,49400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,49400.0,49400.0,49403.0,49600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,49500.0,49500.0,49501.0,49700.0,1.0,0.0,0.0,0,1.0
Button,0.75,49500.0,49501.0,49502.0,49700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,49600.0,49600.0,49603.0,49800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,49800.0,49800.0,49803.0,50000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,50000.0,50000.0,50003.0,50200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,50000.0,50003.0,50004.0,50200.0,4.0,3.0,0.0,0,1.0
Button,0.75,50000.0,50004.0,50005.0,50200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,50000.0,50005.0,50011.0,52000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,50200.0,50200.0,50203.0,50400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,50400.0,50400.0,50403.0,50600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,50500.0,50500.0,50501.0,50700.0,1.0,0.0,0.0,0,1.0
Button,0.75,50500.0,50501.0,50502.0,50700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,50600.0,50600.0,50603.0,50800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,50800.0,50800.0,50803.0,51000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,51000.0,51000.0,51003.0,51200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,51000.0,51003.0,51004.0,51200.0,4.0,3.0,0.0,0,1.0
Button,0.75,51000.0,51004.0,51005.0,51200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,51200.0,51200.0,51203.0,51400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,51400.0,51400.0,51403.0,51600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,51500.0,51500.0,51501.0,51700.0,1.0,0.0,0.0,0,1.0
Button,0.75,51500.0,51501.0,51502.0,51700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,51600.0,51600.0,51603.0,51800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,51800.0,51800.0,51803.0,52000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,52000.0,52000.0,52003.0,52200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,52000.0,52003.0,52004.0,52200.0,4.0,3.0,0.0,0,1.0
Button,0.75,52000.0,52004.0,52005.0,52200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,52000.0,52005.0,52011.0,54000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,52200.0,52200.0,52203.0,52400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,52400.0,52400.0,52403.0,52600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,52500.0,52500.0,52501.0,52700.0,1.0,0.0,0.0,0,1.0
Button,0.75,52500.0,52501.0,52502.0,52700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,52600.0,52600.0,52603.0,52800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,52800.0,52800.0,52803.0,53000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,53000.0,53000.0,53003.0,53200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,53000.0,53003.0,53004.0,53200.0,4.0,3.0,0.0,0,1.0
Button,0.75,53000.0,53004.0,53005.0,53200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,53200.0,53200.0,53203.0,53400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,53400.0,53400.0,53403.0,53600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,53500.0,53500.0,53501.0,53700.0,1.0,0.0,0.0,0,1.0
Button,0.75,53500.0,53501.0,53502.0,53700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,53600.0,53600.0,53603.0,53800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,53800.0,53800.0,53803.0,54000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,54000.0,54000.0,54003.0,54200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,54000.0,54003.0,54004.0,54200.0,4.0,3.0,0.0,0,1.0
Button,0.75,54000.0,54004.0,54005.0,54200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,54000.0,54005.0,54011.0,56000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,54200.0,54200.0,54203.0,54400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,54400.0,54400.0,54403.0,54600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,54500.0,54500.0,54501.0,54700.0,1.0,0.0,0.0,0,1.0
Button,0.75,54500.0,54501.0,54502.0,54700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,54600.0,54600.0,54603.0,54800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,54800.0,54800.0,54803.0,55000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,55000.0,55000.0,55003.0,55200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,55000.0,55003.0,55004.0,55200.0,4.0,3.0,0.0,0,1.0
Button,0.75,55000.0,55004.0,55005.0,55200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,55200.0,55200.0,55203.0,55400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,55400.0,55400.0,55403.0,55600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,55500.0,55500.0,55501.0,55700.0,1.0,0.0,0.0,0,1.0
Button,0.75,55500.0,55501.0,55502.0,55700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,55600.0,55600.0,55603.0,55800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,55800.0,55800.0,55803.0,56000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,56000.0,56000.0,56003.0,56200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,56000.0,56003.0,56004.0,56200.0,4.0,3.0,0.0,0,1.0
Button,0.75,56000.0,56004.0,56005.0,56200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,56000.0,56005.0,56011.0,58000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,56200.0,56200.0,56203.0,56400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,56400.0,56400.0,56403.0,56600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,56500.0,56500.0,56501.0,56700.0,1.0,0.0,0.0,0,1.0
Button,0.75,56500.0,56501.0,56502.0,56700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,56600.0,56600.0,56603.0,56800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,56800.0,56800.0,56803.0,57000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,57000.0,57000.0,57003.0,57200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,57000.0,57003.0,57004.0,57200.0,4.0,3.0,0.0,0,1.0
Button,0.75,57000.0,57004.0,57005.0,57200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,57200.0,57200.0,57203.0,57400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,57400.0,57400.0,57403.0,57600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,57500.0,57500.0,57501.0,57700.0,1.0,0.0,0.0,0,1.0
Button,0.75,57500.0,57501.0,57502.0,57700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,57600.0,57600.0,57603.0,57800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,57800.0,57800.0,57803.0,58000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,58000.0,58000.0,58003.0,58200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,58000.0,58003.0,58004.0,58200.0,4.0,3.0,0.0,0,1.0
Button,0.75,58000.0,58004.0,58005.0,58200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,58000.0,58005.0,58011.0,60000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,58200.0,58200.0,58203.0,58400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,58400.0,58400.0,58403.0,58600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,58500.0,58500.0,58501.0,58700.0,1.0,0.0,0.0,0,1.0
Button,0.75,58500.0,58501.0,58502.0,58700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,58600.0,58600.0,58603.0,58800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,58800.0,58800.0,58803.0,59000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,59000.0,59000.0,59003.0,59200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,59000.0,59003.0,59004.0,59200.0,4.0,3.0,0.0,0,1.0
Button,0.75,59000.0,59004.0,59005.0,59200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,59200.0,59200.0,59203.0,59400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,59400.0,59400.0,59403.0,59600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,59500.0,59500.0,59501.0,59700.0,1.0,0.0,0.0,0,1.0
Button,0.75,59500.0,59501.0,59502.0,59700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,59600.0,59600.0,59603.0,59800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,59800.0,59800.0,59803.0,60000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,0.0,0.0,3.0,200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,0.0,3.0,4.0,200.0,4.0,3.0,0.0,0,1.0
Button,1.0,0.0,4.0,5.0,200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,0.0,5.0,13.0,2000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,200.0,200.0,203.0,400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,400.0,400.0,403.0,600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,500.0,500.0,501.0,700.0,1.0,0.0,0.0,0,1.0
Button,1.0,500.0,501.0,502.0,700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,600.0,600.0,603.0,800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,800.0,800.0,803.0,1000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,1000.0,1000.0,1003.0,1200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,1000.0,1003.0,1004.0,1200.0,4.0,3.0,0.0,0,1.0
Button,1.0,1000.0,1004.0,1005.0,1200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,1200.0,1200.0,1203.0,1400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,1400.0,1400.0,1403.0,1600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,1500.0,1500.0,1501.0,1700.0,1.0,0.0,0.0,0,1.0
Button,1.0,1500.0,1501.0,1502.0,1700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,1600.0,1600.0,1603.0,1800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,1800.0,1800.0,1803.0,2000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,2000.0,2000.0,2003.0,2200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,2000.0,2003.0,2004.0,2200.0,4.0,3.0,0.0,0,1.0
Button,1.0,2000.0,2004.0,2005.0,2200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,2000.0,2005.0,2013.0,4000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,2200.0,2200.0,2203.0,2400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,2400.0,2400.0,2403.0,2600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,2500.0,2500.0,2501.0,2700.0,1.0,0.0,0.0,0,1.0
Button,1.0,2500.0,2501.0,2502.0,2700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,2600.0,2600.0,2603.0,2800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,2800.0,2800.0,2803.0,3000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,3000.0,3000.0,3003.0,3200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,3000.0,3003.0,3004.0,3200.0,4.0,3.0,0.0,0,1.0
Button,1.0,3000.0,3004.0,3005.0,3200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,3200.0,3200.0,3203.0,3400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,3400.0,3400.0,3403.0,3600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,3500.0,3500.0,3501.0,3700.0,1.0,0.0,0.0,0,1.0
Button,1.0,3500.0,3501.0,3502.0,3700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,3600.0,3600.0,3603.0,3800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,3800.0,3800.0,3803.0,4000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,4000.0,4000.0,4003.0,4200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,4000.0,4003.0,4004.0,4200.0,4.0,3.0,0.0,0,1.0
Button,1.0,4000.0,4004.0,4005.0,4200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,4000.0,4005.0,4013.0,6000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,4200.0,4200.0,4203.0,4400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,4400.0,4400.0,4403.0,4600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,4500.0,4500.0,4501.0,4700.0,1.0,0.0,0.0,0,1.0
Button,1.0,4500.0,4501.0,4502.0,4700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,4600.0,4600.0,4603.0,4800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,4800.0,4800.0,4803.0,5000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,5000.0,5000.0,5003.0,5200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,5000.0,5003.0,5004.0,5200.0,4.0,3.0,0.0,0,1.0
Button,1.0,5000.0,5004.0,5005.0,5200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,5200.0,5200.0,5203.0,5400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,5400.0,5400.0,5403.0,5600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,5500.0,5500.0,5501.0,5700.0,1.0,0.0,0.0,0,1.0
Button,1.0,5500.0,5501.0,5502.0,5700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,5600.0,5600.0,5603.0,5800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,5800.0,5800.0,5803.0,6000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,6000.0,6000.0,6003.0,6200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,6000.0,6003.0,6004.0,6200.0,4.0,3.0,0.0,0,1.0
Button,1.0,6000.0,6004.0,6005.0,6200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,6000.0,6005.0,6013.0,8000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,6200.0,6200.0,6203.0,6400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,6400.0,6400.0,6403.0,6600.0,3.0,0.0,0.0,0,1.0
