task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
PIR,1.25,10000.0,10004.0,10006.0,10200.0,6.0,4.0,0.0,0,1.0
Button,1.25,10000.0,10006.0,10008.0,10200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,10000.0,10008.0,10018.0,12000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,10200.0,10200.0,10204.0,10400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,10400.0,10400.0,10404.0,10600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,10500.0,10500.0,10502.0,10700.0,2.0,0.0,0.0,0,1.0
Button,1.25,10500.0,10502.0,10504.0,10700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,10600.0,10600.0,10604.0,10800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,10800.0,10800.0,10804.0,11000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,11000.0,11000.0,11004.0,11200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,11000.0,11004.0,11006.0,11200.0,6.0,4.0,0.0,0,1.0
Button,1.25,11000.0,11006.0,11008.0,11200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,11200.0,11200.0,11204.0,11400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,11400.0,11400.0,11404.0,11600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,11500.0,11500.0,11502.0,11700.0,2.0,0.0,0.0,0,1.0
Button,1.25,11500.0,11502.0,11504.0,11700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,11600.0,11600.0,11604.0,11800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,11800.0,11800.0,11804.0,12000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,12000.0,12000.0,12004.0,12200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,12000.0,12004.0,12006.0,12200.0,6.0,4.0,0.0,0,1.0
Button,1.25,12000.0,12006.0,12008.0,12200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,12000.0,12008.0,12018.0,14000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,12200.0,12200.0,12204.0,12400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,12400.0,12400.0,12404.0,12600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,12500.0,12500.0,12502.0,12700.0,2.0,0.0,0.0,0,1.0
Button,1.25,12500.0,12502.0,12504.0,12700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,12600.0,12600.0,12604.0,12800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,12800.0,12800.0,12804.0,13000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,13000.0,13000.0,13004.0,13200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,13000.0,13004.0,13006.0,13200.0,6.0,4.0,0.0,0,1.0
Button,1.25,13000.0,13006.0,13008.0,13200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,13200.0,13200.0,13204.0,13400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,13400.0,13400.0,13404.0,13600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,13500.0,13500.0,13502.0,13700.0,2.0,0.0,0.0,0,1.0
Button,1.25,13500.0,13502.0,13504.0,13700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,13600.0,13600.0,13604.0,13800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,13800.0,13800.0,13804.0,14000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,14000.0,14000.0,14004.0,14200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,14000.0,14004.0,14006.0,14200.0,6.0,4.0,0.0,0,1.0
Button,1.25,14000.0,14006.0,14008.0,14200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,14000.0,14008.0,14018.0,16000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,14200.0,14200.0,14204.0,14400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,14400.0,14400.0,14404.0,14600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,14500.0,14500.0,14502.0,14700.0,2.0,0.0,0.0,0,1.0
Button,1.25,14500.0,14502.0,14504.0,14700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,14600.0,14600.0,14604.0,14800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,14800.0,14800.0,14804.0,15000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,15000.0,15000.0,15004.0,15200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,15000.0,15004.0,15006.0,15200.0,6.0,4.0,0.0,0,1.0
Button,1.25,15000.0,15006.0,15008.0,15200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,15200.0,15200.0,15204.0,15400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,15400.0,15400.0,15404.0,15600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,15500.0,15500.0,15502.0,15700.0,2.0,0.0,0.0,0,1.0
Button,1.25,15500.0,15502.0,15504.0,15700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,15600.0,15600.0,15604.0,15800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,15800.0,15800.0,15804.0,16000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,16000.0,16000.0,16004.0,16200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,16000.0,16004.0,16006.0,16200.0,6.0,4.0,0.0,0,1.0
Button,1.25,16000.0,16006.0,16008.0,16200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,16000.0,16008.0,16018.0,18000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,16200.0,16200.0,16204.0,16400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,16400.0,16400.0,16404.0,16600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,16500.0,16500.0,16502.0,16700.0,2.0,0.0,0.0,0,1.0
Button,1.25,16500.0,16502.0,16504.0,16700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,16600.0,16600.0,16604.0,16800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,16800.0,16800.0,16804.0,17000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,17000.0,17000.0,17004.0,17200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,17000.0,17004.0,17006.0,17200.0,6.0,4.0,0.0,0,1.0
Button,1.25,17000.0,17006.0,17008.0,17200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,17200.0,17200.0,17204.0,17400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,17400.0,17400.0,17404.0,17600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,17500.0,17500.0,17502.0,17700.0,2.0,0.0,0.0,0,1.0
Button,1.25,17500.0,17502.0,17504.0,17700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,17600.0,17600.0,17604.0,17800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,17800.0,17800.0,17804.0,18000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,18000.0,18000.0,18004.0,18200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,18000.0,18004.0,18006.0,18200.0,6.0,4.0,0.0,0,1.0
Button,1.25,18000.0,18006.0,18008.0,18200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,18000.0,18008.0,18018.0,20000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,18200.0,18200.0,18204.0,18400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,18400.0,18400.0,18404.0,18600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,18500.0,18500.0,18502.0,18700.0,2.0,0.0,0.0,0,1.0
Button,1.25,18500.0,18502.0,18504.0,18700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,18600.0,18600.0,18604.0,18800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,18800.0,18800.0,18804.0,19000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,19000.0,19000.0,19004.0,19200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,19000.0,19004.0,19006.0,19200.0,6.0,4.0,0.0,0,1.0
Button,1.25,19000.0,19006.0,19008.0,19200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,19200.0,19200.0,19204.0,19400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,19400.0,19400.0,19404.0,19600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,19500.0,19500.0,19502.0,19700.0,2.0,0.0,0.0,0,1.0
Button,1.25,19500.0,19502.0,19504.0,19700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,19600.0,19600.0,19604.0,19800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,19800.0,19800.0,19804.0,20000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,20000.0,20000.0,20004.0,20200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,20000.0,20004.0,20006.0,20200.0,6.0,4.0,0.0,0,1.0
Button,1.25,20000.0,20006.0,20008.0,20200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,20000.0,20008.0,20018.0,22000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,20200.0,20200.0,20204.0,20400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,20400.0,20400.0,20404.0,20600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,20500.0,20500.0,20502.0,20700.0,2.0,0.0,0.0,0,1.0
Button,1.25,20500.0,20502.0,20504.0,20700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,20600.0,20600.0,20604.0,20800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,20800.0,20800.0,20804.0,21000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,21000.0,21000.0,21004.0,21200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,21000.0,21004.0,21006.0,21200.0,6.0,4.0,0.0,0,1.0
Button,1.25,21000.0,21006.0,21008.0,21200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,21200.0,21200.0,21204.0,21400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,21400.0,21400.0,21404.0,21600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,21500.0,21500.0,21502.0,21700.0,2.0,0.0,0.0,0,1.0
Button,1.25,21500.0,21502.0,21504.0,21700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,21600.0,21600.0,21604.0,21800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,21800.0,21800.0,21804.0,22000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,22000.0,22000.0,22004.0,22200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,22000.0,22004.0,22006.0,22200.0,6.0,4.0,0.0,0,1.0
Button,1.25,22000.0,22006.0,22008.0,22200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,22000.0,22008.0,22018.0,24000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,22200.0,22200.0,22204.0,22400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,22400.0,22400.0,22404.0,22600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,22500.0,22500.0,22502.0,22700.0,2.0,0.0,0.0,0,1.0
Button,1.25,22500.0,22502.0,22504.0,22700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,22600.0,22600.0,22604.0,22800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,22800.0,22800.0,22804.0,23000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,23000.0,23000.0,23004.0,23200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,23000.0,23004.0,23006.0,23200.0,6.0,4.0,0.0,0,1.0
Button,1.25,23000.0,23006.0,23008.0,23200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,23200.0,23200.0,23204.0,23400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,23400.0,23400.0,23404.0,23600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,23500.0,23500.0,23502.0,23700.0,2.0,0.0,0.0,0,1.0
Button,1.25,23500.0,23502.0,23504.0,23700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,23600.0,23600.0,23604.0,23800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,23800.0,23800.0,23804.0,24000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,24000.0,24000.0,24004.0,24200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,24000.0,24004.0,24006.0,24200.0,6.0,4.0,0.0,0,1.0
Button,1.25,24000.0,24006.0,24008.0,24200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,24000.0,24008.0,24018.0,26000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,24200.0,24200.0,24204.0,24400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,24400.0,24400.0,24404.0,24600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,24500.0,24500.0,24502.0,24700.0,2.0,0.0,0.0,0,1.0
Button,1.25,24500.0,24502.0,24504.0,24700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,24600.0,24600.0,24604.0,24800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,24800.0,24800.0,24804.0,25000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,25000.0,25000.0,25004.0,25200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,25000.0,25004.0,25006.0,25200.0,6.0,4.0,0.0,0,1.0
Button,1.25,25000.0,25006.0,25008.0,25200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,25200.0,25200.0,25204.0,25400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,25400.0,25400.0,25404.0,25600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,25500.0,25500.0,25502.0,25700.0,2.0,0.0,0.0,0,1.0
Button,1.25,25500.0,25502.0,25504.0,25700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,25600.0,25600.0,25604.0,25800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,25800.0,25800.0,25804.0,26000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,26000.0,26000.0,26004.0,26200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,26000.0,26004.0,26006.0,26200.0,6.0,4.0,0.0,0,1.0
Button,1.25,26000.0,26006.0,26008.0,26200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,26000.0,26008.0,26018.0,28000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,26200.0,26200.0,26204.0,26400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,26400.0,26400.0,26404.0,26600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,26500.0,26500.0,26502.0,26700.0,2.0,0.0,0.0,0,1.0
Button,1.25,26500.0,26502.0,26504.0,26700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,26600.0,26600.0,26604.0,26800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,26800.0,26800.0,26804.0,27000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,27000.0,27000.0,27004.0,27200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,27000.0,27004.0,27006.0,27200.0,6.0,4.0,0.0,0,1.0
Button,1.25,27000.0,27006.0,27008.0,27200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,27200.0,27200.0,27204.0,27400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,27400.0,27400.0,27404.0,27600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,27500.0,27500.0,27502.0,27700.0,2.0,0.0,0.0,0,1.0
Button,1.25,27500.0,27502.0,27504.0,27700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,27600.0,27600.0,27604.0,27800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,27800.0,27800.0,27804.0,28000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,28000.0,28000.0,28004.0,28200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,28000.0,28004.0,28006.0,28200.0,6.0,4.0,0.0,0,1.0
Button,1.25,28000.0,28006.0,28008.0,28200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,28000.0,28008.0,28018.0,30000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,28200.0,28200.0,28204.0,28400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,28400.0,28400.0,28404.0,28600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,28500.0,28500.0,28502.0,28700.0,2.0,0.0,0.0,0,1.0
Button,1.25,28500.0,28502.0,28504.0,28700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,28600.0,28600.0,28604.0,28800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,28800.0,28800.0,28804.0,29000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,29000.0,29000.0,29004.0,29200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,29000.0,29004.0,29006.0,29200.0,6.0,4.0,0.0,0,1.0
Button,1.25,29000.0,29006.0,29008.0,29200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,29200.0,29200.0,29204.0,29400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,29400.0,29400.0,29404.0,29600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,29500.0,29500.0,29502.0,29700.0,2.0,0.0,0.0,0,1.0
Button,1.25,29500.0,29502.0,29504.0,29700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,29600.0,29600.0,29604.0,29800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,29800.0,29800.0,29804.0,30000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,30000.0,30000.0,30004.0,30200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,30000.0,30004.0,30006.0,30200.0,6.0,4.0,0.0,0,1.0
Button,1.25,30000.0,30006.0,30008.0,30200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,30000.0,30008.0,30018.0,32000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,30200.0,30200.0,30204.0,30400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,30400.0,30400.0,30404.0,30600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,30500.0,30500.0,30502.0,30700.0,2.0,0.0,0.0,0,1.0
Button,1.25,30500.0,30502.0,30504.0,30700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,30600.0,30600.0,30604.0,30800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,30800.0,30800.0,30804.0,31000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,31000.0,31000.0,31004.0,31200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,31000.0,31004.0,31006.0,31200.0,6.0,4.0,0.0,0,1.0
Button,1.25,31000.0,31006.0,31008.0,31200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,31200.0,31200.0,31204.0,31400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,31400.0,31400.0,31404.0,31600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,31500.0,31500.0,31502.0,31700.0,2.0,0.0,0.0,0,1.0
Button,1.25,31500.0,31502.0,31504.0,31700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,31600.0,31600.0,31604.0,31800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,31800.0,31800.0,31804.0,32000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,32000.0,32000.0,32004.0,32200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,32000.0,32004.0,32006.0,32200.0,6.0,4.0,0.0,0,1.0
Button,1.25,32000.0,32006.0,32008.0,32200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,32000.0,32008.0,32018.0,34000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,32200.0,32200.0,32204.0,32400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,32400.0,32400.0,32404.0,32600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,32500.0,32500.0,32502.0,32700.0,2.0,0.0,0.0,0,1.0
Button,1.25,32500.0,32502.0,32504.0,32700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,32600.0,32600.0,32604.0,32800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,32800.0,32800.0,32804.0,33000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,33000.0,33000.0,33004.0,33200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,33000.0,33004.0,33006.0,33200.0,6.0,4.0,0.0,0,1.0
Button,1.25,33000.0,33006.0,33008.0,33200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,33200.0,33200.0,33204.0,33400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,33400.0,33400.0,33404.0,33600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,33500.0,33500.0,33502.0,33700.0,2.0,0.0,0.0,0,1.0
Button,1.25,33500.0,33502.0,33504.0,33700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,33600.0,33600.0,33604.0,33800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,33800.0,33800.0,33804.0,34000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,34000.0,34000.0,34004.0,34200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,34000.0,34004.0,34006.0,34200.0,6.0,4.0,0.0,0,1.0
Button,1.25,34000.0,34006.0,34008.0,34200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,34000.0,34008.0,34018.0,36000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,34200.0,34200.0,34204.0,34400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,34400.0,34400.0,34404.0,34600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,34500.0,34500.0,34502.0,34700.0,2.0,0.0,0.0,0,1.0
Button,1.25,34500.0,34502.0,34504.0,34700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,34600.0,34600.0,34604.0,34800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,34800.0,34800.0,34804.0,35000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,35000.0,35000.0,35004.0,35200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,35000.0,35004.0,35006.0,35200.0,6.0,4.0,0.0,0,1.0
Button,1.25,35000.0,35006.0,35008.0,35200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,35200.0,35200.0,35204.0,35400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,35400.0,35400.0,35404.0,35600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,35500.0,35500.0,35502.0,35700.0,2.0,0.0,0.0,0,1.0
Button,1.25,35500.0,35502.0,35504.0,35700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,35600.0,35600.0,35604.0,35800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,35800.0,35800.0,35804.0,36000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,36000.0,36000.0,36004.0,36200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,36000.0,36004.0,36006.0,36200.0,6.0,4.0,0.0,0,1.0
Button,1.25,36000.0,36006.0,36008.0,36200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,36000.0,36008.0,36018.0,38000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,36200.0,36200.0,36204.0,36400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,36400.0,36400.0,36404.0,36600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,36500.0,36500.0,36502.0,36700.0,2.0,0.0,0.0,0,1.0
Button,1.25,36500.0,36502.0,36504.0,36700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,36600.0,36600.0,36604.0,36800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,36800.0,36800.0,36804.0,37000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,37000.0,37000.0,37004.0,37200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,37000.0,37004.0,37006.0,37200.0,6.0,4.0,0.0,0,1.0
Button,1.25,37000.0,37006.0,37008.0,37200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,37200.0,37200.0,37204.0,37400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,37400.0,37400.0,37404.0,37600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,37500.0,37500.0,37502.0,37700.0,2.0,0.0,0.0,0,1.0
Button,1.25,37500.0,37502.0,37504.0,37700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,37600.0,37600.0,37604.0,37800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,37800.0,37800.0,37804.0,38000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,38000.0,38000.0,38004.0,38200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,38000.0,38004.0,38006.0,38200.0,6.0,4.0,0.0,0,1.0
Button,1.25,38000.0,38006.0,38008.0,38200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,38000.0,38008.0,38018.0,40000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,38200.0,38200.0,38204.0,38400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,38400.0,38400.0,38404.0,38600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,38500.0,38500.0,38502.0,38700.0,2.0,0.0,0.0,0,1.0
Button,1.25,38500.0,38502.0,38504.0,38700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,38600.0,38600.0,38604.0,38800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,38800.0,38800.0,38804.0,39000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,39000.0,39000.0,39004.0,39200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,39000.0,39004.0,39006.0,39200.0,6.0,4.0,0.0,0,1.0
Button,1.25,39000.0,39006.0,39008.0,39200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,39200.0,39200.0,39204.0,39400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,39400.0,39400.0,39404.0,39600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,39500.0,39500.0,39502.0,39700.0,2.0,0.0,0.0,0,1.0
Button,1.25,39500.0,39502.0,39504.0,39700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,39600.0,39600.0,39604.0,39800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,39800.0,39800.0,39804.0,40000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,40000.0,40000.0,40004.0,40200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,40000.0,40004.0,40006.0,40200.0,6.0,4.0,0.0,0,1.0
Button,1.25,40000.0,40006.0,40008.0,40200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,40000.0,40008.0,40018.0,42000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,40200.0,40200.0,40204.0,40400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,40400.0,40400.0,40404.0,40600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,40500.0,40500.0,40502.0,40700.0,2.0,0.0,0.0,0,1.0
Button,1.25,40500.0,40502.0,40504.0,40700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,40600.0,40600.0,40604.0,40800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,40800.0,40800.0,40804.0,41000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,41000.0,41000.0,41004.0,41200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,41000.0,41004.0,41006.0,41200.0,6.0,4.0,0.0,0,1.0
Button,1.25,41000.0,41006.0,41008.0,41200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,41200.0,41200.0,41204.0,41400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,41400.0,41400.0,41404.0,41600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,41500.0,41500.0,41502.0,41700.0,2.0,0.0,0.0,0,1.0
Button,1.25,41500.0,41502.0,41504.0,41700.0,4.0,2.0,0.0,0,1.0
